6538,6518,6492
6776,6765,6774
6765,6764,6774
6764,6765,6752
6769,6776,6778
6769,6765,6776
6772,6769,6778
6769,6772,6761
6755,6769,6761
6769,6755,6765
6664,6646,6679
719,762,791
525,526,484
602,569,538
1807,1765,1721
1763,1807,1721
1807,1763,1850
4884,4928,4841
6451,6499,6476
6538,6499,6518
6777,6772,6778
6664,6624,6646
6624,6603,6646
6764,6770,6774
6549,6503,6525
791,827,863
762,827,791
431,427,370
526,588,585
525,588,526
109,152,134
284,309,337
309,284,256
129,145,173
2574,2665,2626
900,826,865
900,939,975
939,900,865
823,861,898
2588,2540,2495
2046,2136,2090
2136,2179,2090
2179,2136,2227
4524,4478,4433
4479,4524,4433
4142,4221,4215
4437,4530,4481
5943,6012,5984
6154,6086,6120
4440,4347,4396
5181,5091,5137
5091,5048,5137
5048,5091,5002
3944,4041,3987
4041,4080,3987
6512,6538,6492
6538,6512,6554
5899,5943,5984
6273,6193,6232
6369,6341,6309
6341,6369,6395
6425,6449,6476
6369,6425,6395
3081,3176,3128
3175,3088,2994
3088,3081,2994
6420,6453,6402
6453,6443,6402
6443,6453,6490
6579,6532,6558
6603,6579,6558
6579,6624,6600
6624,6579,6603
6603,6622,6646
6581,6603,6558
6581,6555,6598
6622,6581,6598
6581,6622,6603
6473,6443,6490
6473,6490,6525
6503,6473,6525
6478,6473,6503
6532,6508,6482
6508,6457,6482
6642,6664,6679
6624,6642,6600
6642,6624,6664
6619,6577,6600
6642,6619,6600
6604,6580,6618
6542,6517,6564
6765,6747,6752
6755,6747,6765
6586,6607,6566
6586,6542,6564
6542,6586,6566
6608,6586,6564
6586,6608,6628
6607,6586,6628
6768,6775,6773
6762,6768,6773
6768,6762,6756
6555,6574,6598
503,567,535
469,503,535
1942,1984,2028
2118,2073,2028
490,525,484
427,490,484
431,490,427
649,651,585
588,649,585
796,834,866
828,827,762
760,828,762
828,796,866
828,760,796
1520,1478,1437
1563,1478,1520
1478,1563,1519
1048,1085,1126
90,131,109
131,152,109
1477,1520,1437
37,13,18
93,59,71
59,37,71
59,93,67
9,31,8
448,511,473
452,480,419
480,448,419
448,480,511
640,605,574
511,540,473
540,503,473
503,540,567
540,605,567
540,511,574
605,540,574
482,421,453
421,482,452
184,162,140
100,114,140
1839,1758,1891
900,862,826
937,939,865
1013,937,976
937,1013,939
824,786,859
674,605,640
1172,1255,1213
524,576,591
941,1023,992
720,755,792
765,734,823
1621,1577,1662
1577,1621,1537
1537,1494,1454
1494,1411,1454
1707,1621,1662
1621,1707,1666
2541,2588,2495
1466,1425,1509
1592,1551,1637
1551,1466,1509
1855,1897,1940
1897,1855,1810
1723,1765,1808
2642,2690,2735
2409,2458,2504
2179,2135,2090
2357,2403,2309
2450,2403,2499
2403,2451,2499
2451,2403,2357
2265,2357,2309
2265,2311,2357
1858,1904,1946
1815,1904,1858
4717,4657,4627
4657,4548,4627
4548,4582,4627
4306,4259,4353
4398,4306,4353
4398,4353,4445
4488,4398,4445
4398,4350,4306
5992,5941,5921
6173,6124,6125
4523,4569,4614
4569,4478,4524
4569,4523,4478
6079,6012,6041
6109,6079,6041
6154,6126,6086
6272,6303,6246
6303,6272,6333
6264,6237,6199
6237,6174,6199
4440,4394,4347
4945,5032,4983
3473,3427,3520
3666,3760,3712
3994,4041,3944
3295,3248,3342
4125,4082,4019
4638,4727,4681
5731,5686,5648
5686,5587,5648
5587,5686,5616
5074,5033,5117
5076,5033,4989
5033,5076,5117
4988,5033,5074
5159,5074,5117
4960,5048,5002
5048,4960,5004
4884,4795,4838
4795,4884,4841
4278,4186,4232
4328,4279,4378
4328,4278,4232
4279,4328,4232
4038,4125,4019
4080,4034,3987
6465,6512,6492
6034,5999,5964
5999,6034,6068
5899,5863,5943
5437,5395,5354
5131,5172,5217
5172,5260,5217
4124,4139,4211
4191,4139,4080
4139,4034,4080
4034,4139,4124
4041,4131,4080
4131,4191,4080
5249,5292,5333
5179,5145,5216
5105,5145,5061
5095,5139,5167
5292,5376,5333
4798,4757,4843
4757,4800,4843
5887,5927,5958
5927,5997,5958
5997,5927,5960
5927,5890,5960
4483,4531,4439
6065,6129,6093
5922,5885,5849
6366,6341,6395
6341,6281,6309
6396,6426,6451
6425,6397,6449
6397,6425,6369
3176,3136,3226
3136,3176,3081
3088,3136,3081
3136,3175,3226
3136,3088,3175
6528,6574,6555
6574,6528,6549
6549,6528,6503
6528,6478,6503
6531,6581,6558
6581,6531,6555
6350,6292,6319
6409,6437,6383
6350,6409,6383
6409,6463,6437
6463,6409,6433
6619,6597,6577
6580,6597,6618
6597,6635,6618
6597,6619,6635
6535,6557,6580
6597,6557,6577
6557,6597,6580
6557,6533,6577
6557,6535,6510
6533,6557,6510
6604,6561,6580
6535,6561,6514
6561,6535,6580
6584,6608,6564
6584,6561,6604
6584,6627,6608
6627,6584,6604
6635,6657,6618
6673,6657,6635
6657,6673,6690
6491,6463,6514
6463,6491,6437
6423,6368,6399
6342,6365,6398
6365,6342,6307
6422,6447,6474
6365,6422,6398
6447,6422,6393
6422,6365,6393
6422,6450,6398
6450,6422,6474
6452,6477,6501
6452,6423,6399
6523,6543,6567
6447,6498,6474
6498,6523,6474
6523,6498,6543
6498,6447,6471
6625,6658,6640
6658,6625,6644
6543,6587,6567
6587,6543,6566
6607,6587,6566
6626,6587,6607
6626,6659,6644
6659,6675,6687
6767,6768,6756
6772,6767,6761
6777,6767,6772
6775,6767,6777
6768,6767,6775
6771,6762,6773
6762,6749,6756
532,597,563
597,631,665
469,501,439
501,469,535
93,110,130
110,93,71
180,139,156
139,116,156
915,844,881
567,600,535
600,670,631
631,700,665
670,700,631
953,915,881
953,987,915
2073,2162,2119
2162,2073,2118
2073,1988,2028
1988,1942,2028
2130,2082,2167
2163,2076,2119
2010,2098,2053
827,901,863
901,938,863
760,721,796
756,834,796
756,721,689
721,756,796
1563,1604,1519
1604,1693,1647
1315,1234,1275
1436,1478,1519
1633,1545,1589
1545,1633,1588
1431,1462,1386
1503,1419,1461
1545,1503,1461
1503,1545,1588
1420,1343,1386
1462,1420,1386
1343,1378,1301
1420,1378,1343
1419,1378,1461
1378,1420,1461
1163,1123,1199
1085,1163,1126
1123,1163,1085
1271,1343,1301
117,98,133
78,58,46
117,78,98
36,65,46
65,78,46
78,65,98
17,5,3
1687,1601,1644
499,532,563
93,105,67
105,93,130
568,602,538
59,34,37
34,59,67
50,34,67
13,34,11
34,13,37
27,50,31
9,27,31
27,9,11
34,27,11
27,34,50
428,368,398
586,620,554
653,620,586
491,520,554
520,586,554
511,544,574
480,544,511
786,819,859
819,786,749
421,393,453
393,423,453
335,363,308
363,334,308
363,393,421
393,363,335
282,335,308
420,391,450
225,277,256
277,225,240
277,309,256
277,331,309
145,190,173
190,225,173
225,190,240
208,185,232
208,234,185
225,207,173
207,225,256
259,282,231
184,209,162
183,209,231
209,183,162
209,259,231
159,114,129
159,129,173
159,184,140
114,159,140
207,159,173
159,207,184
1839,1844,1758
1715,1671,1629
1627,1699,1712
1628,1627,1712
1715,1628,1712
1628,1715,1629
1628,1543,1627
2852,2804,2898
3081,2992,2994
2755,2665,2574
2665,2712,2626
2572,2574,2626
2433,2482,2434
2754,2708,2662
2615,2708,2661
2708,2615,2662
1452,1536,1493
1410,1452,1493
1539,1623,1581
1623,1539,1584
2246,2291,2199
862,790,826
936,900,975
936,862,900
1170,1208,1129
1250,1170,1211
1170,1250,1208
1250,1290,1208
1015,1052,976
1052,1013,976
786,715,749
709,674,640
709,640,678
813,848,776
848,813,886
813,851,886
851,813,780
1425,1468,1509
1468,1425,1384
1731,1817,1773
2000,2046,2090
1255,1298,1213
1298,1254,1213
1172,1133,1095
1133,1172,1213
1096,1173,1138
1254,1173,1213
1173,1133,1213
1133,1173,1096
1038,962,992
1161,1125,1082
939,1016,975
1013,1016,939
1086,1016,1013
1086,1052,1129
1052,1086,1013
1172,1215,1255
1327,1215,1287
1215,1327,1255
456,424,397
426,456,397
789,792,830
587,623,656
643,576,616
576,643,591
978,1023,941
978,940,1017
875,920,861
920,875,941
920,941,992
962,920,992
861,920,898
920,962,898
875,903,941
903,978,941
978,903,940
903,875,830
650,685,720
755,685,728
685,755,720
684,650,720
650,684,616
684,643,616
643,684,717
366,426,397
424,366,397
396,366,424
555,524,591
623,555,591
555,623,587
853,823,898
853,765,823
1084,1164,1124
1164,1084,1125
1125,1046,1082
1084,1046,1125
825,875,861
875,825,830
825,789,830
1621,1580,1537
1580,1494,1537
1580,1621,1666
2390,2436,2345
2436,2390,2483
2763,2855,2846
2809,2846,2903
3277,3278,3367
3278,3277,3189
3277,3183,3189
2810,2764,2716
2764,2670,2716
2670,2622,2716
2717,2623,2673
3183,3135,3189
3135,3096,3189
3231,3278,3189
3231,3186,3279
3186,3159,3095
3231,3159,3186
3096,3159,3189
3159,3231,3189
1707,1752,1666
1848,1804,1893
1848,1760,1804
1752,1794,1841
1794,1752,1707
2138,2089,2053
2098,2138,2053
1981,2025,2066
2573,2480,2527
2470,2480,2560
2480,2573,2560
3054,3009,3104
2874,2781,2825
2540,2446,2495
2633,2540,2588
2081,2037,2128
1679,1592,1637
2544,2639,2591
1853,1897,1810
1897,1983,1940
1899,1855,1940
1899,1942,1857
1984,1899,1940
1942,1899,1984
1855,1769,1810
1769,1725,1810
1769,1727,1683
1725,1769,1683
1723,1767,1680
1767,1725,1680
1767,1723,1808
1725,1767,1810
1853,1767,1808
1767,1853,1810
2689,2642,2735
2597,2690,2642
2502,2547,2454
2594,2547,2640
2547,2595,2640
2595,2547,2502
2407,2502,2454
2682,2594,2640
2689,2734,2641
2272,2179,2227
2319,2272,2227
2402,2450,2498
2311,2404,2357
2404,2451,2357
2173,2219,2128
2265,2219,2311
2405,2312,2360
2404,2359,2452
2359,2404,2311
2359,2405,2452
2405,2359,2312
2220,2173,2129
1902,1858,1946
1856,1902,1944
1996,2039,1949
2039,1995,1949
1995,2039,2084
2038,2084,2129
2038,1995,2084
1993,2037,1946
1904,1993,1946
2268,2222,2176
2223,2268,2176
2268,2223,2315
4498,4548,4446
4548,4498,4582
4580,4657,4491
4580,4548,4657
4172,4185,4126
4185,4172,4260
3890,3941,3945
3797,3703,3753
3278,3372,3367
3225,3180,3273
3224,3179,3128
3176,3224,3128
4350,4443,4396
4398,4443,4350
4535,4443,4488
4443,4398,4488
4625,4581,4671
4535,4581,4625
4581,4535,4488
6365,6337,6393
6337,6365,6307
6447,6419,6471
6419,6447,6393
6363,6303,6333
6391,6363,6333
6363,6337,6303
6419,6363,6391
6337,6363,6393
6363,6419,6393
6419,6442,6471
6442,6419,6391
6437,6413,6383
6413,6442,6391
6013,5933,5968
5976,5933,6013
6051,6013,5968
6051,6082,6013
5655,5617,5697
5775,5734,5697
5676,5734,5730
5734,5797,5730
5734,5655,5697
5655,5734,5676
5203,5156,5118
4940,4980,4893
4980,4935,4893
5921,5880,5850
5941,5880,5921
6158,6173,6224
6158,6124,6173
6373,6324,6331
6075,6109,6041
5787,5867,5825
4479,4571,4524
6079,6045,6012
6012,6045,5984
6086,6045,6120
6045,6079,6120
6126,6190,6159
6190,6126,6154
6190,6220,6159
6220,6190,6247
6247,6277,6307
6277,6337,6307
6337,6277,6303
6303,6277,6246
6413,6357,6383
6357,6391,6333
6357,6413,6391
6174,6144,6109
6079,6144,6120
6144,6079,6109
5710,5631,5671
4624,4575,4533
4575,4624,4668
4484,4394,4440
