366,453,439
439,453,501
294,277,229
294,354,366
366,277,294
317,277,366
395,337,359
354,337,395
444,395,422
359,337,328
328,365,359
295,337,354
354,294,295
229,277,217
243,204,249
249,295,243
243,294,229
243,295,294
489,482,510
492,536,535
535,536,561
491,536,492
492,440,491
491,439,501
491,440,439
339,317,380
439,440,380
366,439,380
380,317,366
501,453,517
453,480,517
501,517,552
505,524,541
483,477,496
483,524,505
452,395,444
505,480,452
452,483,505
444,483,452
444,422,454
454,483,444
477,483,454
359,365,389
389,365,390
389,395,359
389,422,395
346,328,327
365,328,346
346,363,365
349,363,346
292,328,337
337,295,292
269,293,292
292,293,328
292,295,249
277,317,251
251,217,277
492,482,443
443,440,492
285,275,270
216,253,237
253,257,237
252,224,225
249,224,252
252,292,249
269,292,252
249,204,197
197,224,249
197,204,172
122,166,151
139,166,122
172,204,165
204,166,165
166,139,165
510,482,511
511,482,492
492,535,511
611,580,576
576,580,536
561,536,566
536,580,566
264,293,269
327,328,306
328,293,306
596,643,627
590,552,596
596,627,590
590,627,626
362,363,349
374,363,362
333,346,327
349,346,333
379,363,374
390,365,379
365,363,379
390,416,408
408,389,390
422,389,408
550,541,567
567,589,550
550,589,575
505,541,550
557,541,524
567,541,557
518,483,496
524,483,518
354,395,417
395,452,417
366,354,417
417,453,366
417,480,453
417,452,480
210,192,235
235,253,210
210,253,216
229,217,176
176,177,229
235,251,282
282,251,317
282,317,339
282,253,235
121,157,135
235,192,205
205,251,235
184,159,178
162,192,178
178,210,184
192,210,178
216,237,218
375,345,339
290,282,339
253,282,290
407,443,441
319,322,309
201,214,225
172,165,148
198,243,229
198,151,166
204,243,198
198,166,204
476,467,468
479,467,476
510,511,530
530,511,535
565,535,561
617,580,611
611,638,617
617,638,647
536,491,534
534,576,536
534,491,501
599,566,580
580,617,599
289,287,300
266,267,278
262,267,255
279,287,289
703,720,722
626,627,652
575,595,537
537,517,480
537,550,575
537,480,505
505,550,537
573,537,595
517,537,573
596,552,573
573,552,517
619,589,610
374,362,370
353,362,349
349,333,335
335,333,323
323,329,335
323,333,316
327,306,316
316,333,327
318,329,323
314,324,318
318,324,329
423,419,426
451,433,450
450,464,451
459,464,450
416,433,431
431,408,416
431,433,451
451,454,431
431,454,422
422,408,431
555,569,564
549,557,524
555,564,549
572,557,549
549,564,572
496,477,498
477,486,498
555,549,538
524,518,538
538,549,524
581,564,569
572,564,581
451,464,469
469,486,477
469,454,451
477,454,469
24,36,53
140,121,102
157,121,140
